child_dialect_count	child_family_count	child_language_count	family_pk	father_pk	hid	id	latitude	longitude	longitude	name	pk	Bantu_status	Ethnologue_Population	Ethnologue_L1	Ethnologue_L2	L2_extra_source_if_not_ethnologue	Num_of_neighbours_within_50k	tree_name	Guthrie	presence_in_Grollemund	comments_Grollemund_tree	level_of_description
8	0	0	104955	107035	fip	fipa1238	-7.88963	31.3442	313.442	Fipa	30870	Narrow Bantu	"195,000 in Tanzania (2002 census). About 140,000 speakers of Northern, 45,000 of Kwa, and 10,000 of Milanzi varieties."	195000			0	M13_Fipa	M13	1		
2	0	0	104955	107035	mgr	mamb1296	-8.86817	31.2269	312.269	Mambwe-Lungu	30865	Narrow Bantu	"207,000 in Zambia (2010 census). 64,500 Lungu, 142,000 Mambwe (2010 census). Total users in all countries: 502,000."	207000			0	M15_Mambwe	M14 M15	1	"2, M14_Rungu"	
0	0	0	104955	106685	nkv	nyik1246	NA	NA	NA	Nyika (Malawi and Zambia)	30553	Narrow Bantu	"5,000 in Malawi (2007). Total users in all countries: 10,000."	5000			10		M20	0		
0	0	0	104955	106593	nkt	nyik1247	NA	NA	NA	Nyika (Tanzania)	30554	Narrow Bantu	"25,000 (2007)."	25000			10		M20	0		no description
1	0	0	104955	106456	lai	lamb1272	-9.49372	33.1585	331.585	Lambya	30538	Narrow Bantu	"59,500 in Malawi (2009 UNSD). Total users in all countries: 101,500."	59500			2	M28_Lambya	M201 M202	1		
1	0	0	104955	107036	wbh	wand1264	-8.34522	32.4375	324.375	Wanda	30555	Narrow Bantu	"24,000 (1987)."	24000			1	M21_Wanda	M21	1		
2	0	0	104955	107036	mwn	nyam1275	-9.11261	32.3163	323.163	Nyamwanga	30542	Narrow Bantu	"140,000 in Zambia (2010 census). 135,000 Nyamwanga, 4,220 Tambo (2010 census). Total users in all countries: 227,000."	140000			0	M22_Namwanga	M22 M26 M27	1		
0	0	0	104955	106760	nyr	nyih1239	NA	NA	NA	Nyiha (Malawi)	30550	Narrow Bantu	"10,000 (2007)."	10000			10		M23	0		no description
1	0	0	104955	106760	nih	nyih1240	-9.4472	32.9057	329.057	Nyiha (Tanzania)	30551	Narrow Bantu	"246,000 in Tanzania (2004 SIL), increasing. Total users in all countries: 602,000."	246000			1	M23_Nyiha	M23	1		
0	0	0	104955	106456	mgq	mali1279	-9.16619	33339	33339	Malila	30557	Narrow Bantu	"65,000 (2003 SIL)."	65000			1	M24_Malila	M24	1		
4	0	0	104955	106456	sbk	safw1238	-8.54936	33.4766	334.766	Safwa	30545	Narrow Bantu	"158,000 (1987), increasing."	158000			0	M25_Safwa	M25	1		
1	0	0	104955	106289	ndh	ndal1241	-9.88948	33.6118	336.118	Ndali	30540	Narrow Bantu	"150,000 in Tanzania (1987), increasing. Total users in all countries: 220,000."	150000			1	M21_Ndali	M301	1		
6	0	0	104955	106289	nyy	nyak1260	-9.71018	33.7763	337.763	Nyakyusa-Ngonde	30589	Narrow Bantu	"1,080,000 in Tanzania (2013 J. Leclerc), increasing. Total users in all countries: 1,229,000."	1080000			1	M31_Nyakyusa	M31	1		
0	0	0	104955	106107	bwc	bwil1245	-8.3041	29.4071	294.071	Bwile	30624	Narrow Bantu	"19,600 in Zambia (2010 census). Ethnic population: 55,600 (2010 census). Total users in all countries: 32,000."	19600			1		M401	0		no description
0	0	0	104955	30558	auh	aush1241	-11.6295	29.0168	290.168	Aushi	30559	Narrow Bantu	"100,000 in Zambia (2010 census)."	100000			0		M402	0		
1	0	0	104955	30558	tap	taab1238	-7.91416	29.5238	295.238	Taabwa	30560	Narrow Bantu	"250,000 in Democratic Republic of the Congo (Barrett 1982). Total users in all countries: 281,600."	250000			1	M41_Taabwa	M41	1		
13	0	0	104955	30558	bem	bemb1257	-10.6122	29.2993	292.993	Bemba (Zambia)	30562	Narrow Bantu	"3,810,000 in Zambia (2010 census), decreasing. 3,730,000 Bemba, 12,800 Chishinga, 37,900 Kabende, 15,000 Lunda, 1,680 Mukulu, 11,500 Unga (2010 census). Ethnic population: 2,890,000 (2010 census). 2,630,000 Bemba, 64,400 Chishinga, 45,000 Kabende, 119,000 Lunda, 5,130 Mukulu, 24,900 Unga (2010 census). Total users in all countries: 4,110,000."	3810000			0	M42_Bemba	M42	1		
6	0	0	104955	30576	leb	lala1264	-12945	30.2297	302.297	Lala-Bisa	30578	Narrow Bantu	"353,000 in Zambia (2010 census). 750 Ambo, 112,000 Bisa, 201,000 Lala, 1,620 Luano, 37,700 Swaka (2010 census). Ethnic population: 590,000 (2010 census). 2,450 Ambo, 198,000 Bisa, 392,000 Lala (2010 census)."	353000			0	M52_Lala	"M51, M53, M521 M522"	1		
2	0	0	104955	30576	lam	lamb1271	-12.3366	27.9026	279.026	Lamba	30586	Narrow Bantu	"201,000 in Zambia (2010 census). 198,000 Lamba, 2,250 Lima (2010 census)."	201000			0	M54_Lamba	"M54, M541 M542"	1		
0	0	0	104955	30576	kdg	seba1247	-11.9396	27.5144	275.144	Seba	30585	Narrow Bantu	"167,000 (2002)."	167000			0		M55	0		no description
2	0	0	104955	106451	leh	lenj1248	-14.7192	28.2581	282.581	Lenje	30612	Narrow Bantu	"128,000 (2010 census)."	128000			0	M61_Lenje	M61 M611	1		
0	0	0	104955	30596	sby	soli1239	-15.5213	28.7934	287.934	Soli	30598	Narrow Bantu	"34,100 (2010 census)."	34100			2	M62_Soli	M62	1		
3	0	0	104955	106451	ilb	ilaa1246	-15.6081	26.4555	264.555	Ila	30607	Narrow Bantu	"82,900 (2010 census). Ethnic population: 97,400 (2010 census)."	82900			0		M63 M631 M633	0		
0	0	0	104955	106451	shq	sala1266	-15.5848	27.4534	274.534	Sala	30611	Narrow Bantu	"23,500 (2010 census)."	23500			0		M63 M631 M633	0		no description
7	0	0	104955	106451	toi	tong1318	-17.4223	27.1035	271.035	Tonga (Zambia)	30599	Narrow Bantu	"1,330,000 in Zambia (2010 census), increasing. 55,600 Toka-Leya, 1,270,000 Tonga (2010 census). Total users in all countries: 1,467,000."	1330000			0	M64_Tonga	M64	1		
0	0	0	104955	107032	dne	nden1249	-10.4203	36.0105	360.105	Ndendeule	30401	Narrow Bantu	"100,000 (2000 D. Ngonyani)."	100000			0		N101	0		
0	0	0	104955	107032	nxi	nind1242	-11.2569	36.3116	363.116	Nindi	30404	Narrow Bantu	100	100			0		N102	0		no description
1	0	0	104955	107028	mgs	mand1423	-10.3991	34.7424	347.424	Manda (Tanzania)	30684	Narrow Bantu	"22,000 (2002)."	22000			1	N11_Manda	N11	1		
0	0	0	104955	107028	ngo	ngon1269	-11.7794	37.4118	374.118	Ngoni	31028	Narrow Bantu	"170,000 in Tanzania (1987). Total users in all countries: 223,000."	170000			0	N12_Ngoni	N12	1		
0	0	0	104955	107030	mgv	mate1258	-11554	35.0056	350.056	Matengo	31029	Narrow Bantu	"150,000 (1987)."	150000			1	N13_Matengo	N13	1		
0	0	0	104955	107030	mpa	mpot1240	-11.1377	34.7127	347.127	Mpoto	31031	Narrow Bantu	"80,000 (Voegelin and Voegelin 1977)."	80000			1	N14_Mpoto	N14	1		
0	0	0	104955	107034	tog	tong1321	-12.0816	34.0613	340.613	Tonga (Nyasa)	31030	Narrow Bantu	"271,000 (2009 UNSD)."	271000			0		N15	0		
0	0	0	104955	107184	mjh	mwer1247	-11.3304	34.8959	348.959	Mwera (Nyasa)	30356	Narrow Bantu	"6,000 (2004)."	6000			2		N201	0		
14	0	0	104955	107034	tum	tumb1250	-11.3297	33.3738	333.738	Tumbuka	30986	Narrow Bantu	"1,180,000 in Malawi (2009 UNSD). 24,400 Senga, 1,150,000 Tumbuka (2009 UNSD). Total users in all countries: 1,546,000."	1180000			0	N21_Tumbuka_Malawi	N21	1		
7	0	0	104955	107184	nya	nyan1308	-14.8047	32.8108	328.108	Nyanja	31001	Narrow Bantu	"6,500,000 in Malawi (2009 UNSD). 4,250,000 Chewa, 1,490,000 Ngoni, 754,000 Nyanja (2009 UNSD). Total users in all countries: 9,536,700."	6500000			0	N31_Chewa	N30 (N31 N121)	1		
2	0	0	104955	106455	nse	nsen1242	-15.3946	31.3544	313.544	Nsenga	31010	Narrow Bantu	"405,000 in Zambia (2010 census). 76,000 Ngoni, 329,000 Nsenga (2010 census). Ethnic population: 1,570,000 (2010 census). 503,000 Ngoni, 661,000 Nsenga (2010 census). Total users in all countries: 562,100."	405000			0		N41	0		
0	0	0	104955	106300	phm	phim1238	-15.8364	33.3514	333.514	Phimbi	31026	Narrow Bantu	"6,000.00"	6000			0		N41	0		no description
0	0	0	104955	106115	kdn	kund1255	-15.7337	30.2804	302.804	Kunda (Sena)	31015	Narrow Bantu	"145,000 in Zimbabwe (2000). Total users in all countries: 157,260."	145000			0	N42_Kunda	N42	1		
0	0	0	104955	106300	nyu	nyun1248	-16.4757	33.0233	330.233	Nyungwe	31025	Narrow Bantu	"262,000 (2014 J. Leclerc)."	262000			0		N43	0		
0	0	0	104955	106300	bwg	barw1243	-17675	33.4534	334.534	Barwe	31016	Narrow Bantu	"15,000 in Mozambique (1999)."	15000			0		N44 N441 N45 N46	0		
0	0	0	104955	106300	swk	mala1475	-16.6183	34991	34991	Malawi Sena	31014	Narrow Bantu	"468,000 (2009 UNSD)."	468000			0		N44 N441 N45 N46	0		
7	0	0	104955	106300	seh	nucl1396	-19.7933	34.9829	349.829	Nuclear Sena	31017	Narrow Bantu	"1,390,000 (2014 J. Leclerc)."	1390000			1		N44 N441 N45 N46	0		
0	0	0	104955	106584	mwz	moin1241	1.20615	23.5035	235.035	Moingi	31353	Narrow Bantu	"4,200 (2002)."	4200			1		none	0		no description
0	0	0	104955	107031	ndg	nden1248	-7.54628	38958	38958	Ndengereko	30405	Narrow Bantu	"72,000 (Str\""om 2013)."	72000			0	P11_Ndengeleko	P11 P12	1	"2, P12_Rufiji"	
1	0	0	104955	107031	mgw	matu1259	-8.53734	39.0409	390.409	Matumbi	30399	Narrow Bantu	"72,000 (1978 MARC)."	72000			0	P13_Matumbi	P13	1		
0	0	0	104955	107030	nnq	ngin1244	-9.78145	37.9832	379.832	Ngindo	30402	Narrow Bantu	"220,000 (1987)."	220000			0	P14_Ngindo	P14	1		
0	0	0	104955	106297	mgy	mbun1248	-8.19661	36.5362	365.362	Mbunga	30403	Narrow Bantu	"29,000 (1987)."	29000			0	P15_Mbunga	P15	1		
6	0	0	104955	107033	yao	yaoo1241	-13.6119	35.2387	352.387	Yao	30349	Narrow Bantu	"1,760,000 in Malawi (2009 UNSD). Total users in all countries: 2,521,000."	1760000			0	P21_Yao	P21	1		
0	0	0	104955	107033	mwe	mwer1248	-9.75639	38.8762	388.762	Mwera (Chimwera)	30357	Narrow Bantu	"469,000 (Johnstone and Mandryk 2001)."	469000			0	P22_Mwera	P22	1		
0	0	0	104955	106298	mvw	mach1265	-9.37101	39.4268	394.268	Machinga	30341	Narrow Bantu	"36,000 (1987)."	36000			0		P23 P24 P25	0		
6	0	0	104955	106298	kde	mako1251	-10.9906	39.5133	395.133	Makonde	30342	Narrow Bantu	"1,320,000 in Tanzania (2013 J. Leclerc). Total users in all countries: 1,680,000."	1320000			0	P23_Simakonde	P23 P24 P25	1		
0	0	0	104955	30359	kzn	koko1267	-16.2681	35.5767	355.767	Kokola	30384	Narrow Bantu	"200,000 in Malawi (2000). Total users in all countries: 280,000."	200000			1		P31	0		no description
0	0	0	104955	106701	llb	lolo1261	-17.0232	35.9451	359.451	Lolo	30382	Narrow Bantu	"162,000 (2006)."	162000			0		P31	0		
6	0	0	104955	106702	vmw	makh1264	-14.8509	38.8052	388.052	Makhuwa	30364	Narrow Bantu	"3,220,000 (2014 J. Leclerc)."	3220000			0	P31_Emakhua	P31	1		
4	0	0	104955	106702	xmc	makh1262	-16.9394	39.1203	391.203	Makhuwa-Marrevone	30374	Narrow Bantu	"300,000 (2014 J. Leclerc)."	300000			0		P31	0		
1	0	0	104955	106702	mgh	makh1261	-11.9553	38.6874	386.874	Makhuwa-Meetto	30396	Narrow Bantu	"800,000 in Mozambique (2014 J. Leclerc). Total users in all countries: 1,318,000."	800000			0	P31G_Ikorovere	P31	1		
2	0	0	104955	106702	xsq	makh1266	-13.6443	39.5323	395.323	Makhuwa-Saka	30371	Narrow Bantu	"212,000 (2006)."	212000			0		P31	0		
0	0	0	104955	106702	vmk	makh1260	-14251	36.5249	365.249	Makhuwa-Shirima	30386	Narrow Bantu	"500,000 (2014 J. Leclerc)."	500000			0		P31	0		
0	0	0	104955	30359	mny	many1259	-16.4963	36.8459	368.459	Manyawa	30362	Narrow Bantu	"150,000 (2014 J. Leclerc). 85% monolingual in Lugela District."	150000			0		P31	0		no description
0	0	0	104955	106701	vmr	mare1260	-16.2129	35.7425	357.425	Marenje	30363	Narrow Bantu	"403,000 (2014 J. Leclerc)."	403000			1		P31	0		
0	0	0	104955	106701	tke	takw1238	-16.2276	36249	36249	Takwane	30361	Narrow Bantu	"181,000 (2006)."	181000			0		P31	0		
2	0	0	104955	30359	eko	koti1238	-16.4823	39.7602	397.602	Koti	30393	Narrow Bantu	"77,000 (2006)."	77000			1		P311	0		
0	0	0	104955	30359	nte	nath1238	-16.0973	39.9062	399.062	Nathembo	30383	Narrow Bantu	"25,000 (2006)."	25000			1		P312	0		
0	0	0	104955	107696	lon	mala1256	-15.5673	35.4335	354.335	Malawi Lomwe	36357	Narrow Bantu	"2,290,000 (2009 UNSD)."	2290000			0		P32 - P33	0		
0	0	0	104955	107696	ngl	lomw1241	-16.0381	37.2437	372.437	Lomwe	30385	Narrow Bantu	"1,660,000 (2014 J. Leclerc)."	1660000			0		P32 P33	0		
5	0	0	104955	106701	chw	chuw1238	-17.3428	37.1231	371.231	Chuwabu	30387	Narrow Bantu	"664,000 (2014 J. Leclerc)."	664000			0		P34	0		
2	0	0	104955	30359	cwb	main1272	-18.3143	36.5941	365.941	Maindo	30379	Narrow Bantu	"21,000 (2006)."	21000			0		P34	0		no description
0	0	0	104955	106702	mhm	makh1265	-17294	38093	38093	Makhuwa-Moniga	30360	Narrow Bantu	"200,000 (2003 SIL)."	200000			0		P341	0		no description
0	0	0	104955	107666	umb	umbu1257	-12.4763	14.4148	144.148	Umbundu	31049	Narrow Bantu	"6,000,000 (2012 World Factbook)."	6000000			0	R11_Umbundu	R11	1		
0	0	0	104955	107666	ndq	ndom1244	-12.9655	13371	13371	Ndombe	31053	Narrow Bantu	"22,300 (2000)."	22300			0		R12	0		
2	0	0	104955	107669	nyk	nyan1305	-15.9616	14.94	14.94	Nyaneka	31050	Narrow Bantu	"300,000 (1996 UBS). All Nyaneka variants together amount to 1,200,000 speakers (2012 Nyaneka Language Association)."	300000			0		R13	0		
0	0	0	104955	107669	khu	nkhu1238	-15.4126	13.9704	139.704	Nkhumbi	31048	Narrow Bantu	"150,000 (1996 UBS)."	150000			1		R14	0		
0	0	0	104955	31033	kua	kuan1247	-17.7176	16.58	16.58	Kuanyama	31039	Narrow Bantu	"421,000 in Angola (Johnstone 1993). L2 users: 40,000 in Angola (2013 SIL). Total users in all countries: 1,046,000 (as L1: 1,006,000; as L2: 40,000)."	1006000	40000		0	R21_Kwanyama	"R20 (R21 - R24, R11-R118 R421-R422)"	1		
0	0	0	104955	31033	lnb	mbal1255	-19593	16617	16617	Mbalanhu	31040	Narrow Bantu	200 (2002 J. Leclerc).	200			1		"R20 (R21 - R24, R11-R118 R421-R422)"	0		
0	0	0	104955	31033	nne	ngan1300	-16.6359	21.1928	211.928	Ngandyera	31041	Narrow Bantu	"13,100 (2000)."	13100			0		"R20 (R21 - R24, R11-R118 R421-R422)"	0		
3	0	0	104955	107670	ndo	ndon1254	-17.6417	19.1631	191.631	Ndonga	31035	Narrow Bantu	"700,000 (2002 J. Leclerc)."	700000			1	R22_Ndonga	R22	1		
0	0	0	104955	107670	kwm	kwam1251	-18.0339	15.7294	157.294	Kwambi	31034	Narrow Bantu	"30,000 (2002 J. Leclerc)."	30000			0		R23	0		
2	0	0	104955	31042	her	here1253	-21.0231	20.5655	205.655	Herero	31043	Narrow Bantu	"62,600 in Namibia (2010 UNSD). Total users in all countries: 73,600."	62600			0	R31_Herero	"R30 (R31, R311, R312, R101)"	1		
0	0	0	104955	31042	dhm	zemb1238	-17.2958	13.4424	134.424	Zemba	31046	Narrow Bantu	"18,000 in Angola (2011). Total users in all countries: 30,000."	18000			0		R311	0		
1	0	0	104955	105906	yey	yeyi1239	-18.9178	23.6088	236.088	Yeyi	31054	Narrow Bantu	"4,800 in Botswana (2003 UNSD). Ethnic population: 47,000. Total users in all countries: 9,800."	4800			0		R40 (R41)	0		
28	0	0	104955	107668	sna	shon1251	-17.2085	29.7572	297.572	Shona	30285	Narrow Bantu	"10,700,000 in Zimbabwe (Chebanne and Nthapelelang 2000). 4,500,000 Karanga (Chebanne and Nthapelelang 2000), 1,700,000 Korekore (Chebanne and Nthapelelang 2000), 3,200,000 Zezuru (Chebanne and Nthapelelang 2000), 1,300,000 Shona. L2 users: 1,800,000 in Zimbabwe (Chebanne and Nthapelelang 2000). Total users in all countries: 12,563,100 (as L1: 10,763,100; as L2: 1,800,000)."	10763100	1800000		0	S11_Shona	S11 - S15	1		
0	0	0	104955	30268	dmx	dema1235	-15.6894	32.7731	327.731	Dema	30278	Narrow Bantu	"5,000 (2000 J. and M. Bister). Population displaced during Cabora Bassa Dam construction."	5000			0		S11 - S15	0		no description
2	0	0	104955	107668	twl	tawa1270	-16.0167	31621	31621	Tawara	30328	Narrow Bantu	"60,000 (2006)."	60000			0		S11 - S15	0		
12	0	0	104955	106472	mxc	many1258	-18.1927	32.8052	328.052	Manyika	30315	Narrow Bantu	"861,000 in Zimbabwe (2000). Total users in all countries: 961,000."	861000			0		S13	0		
0	0	0	104955	106472	twx	tewe1238	-18.4459	33.8246	338.246	Tewe	30314	Narrow Bantu	"250,000 (2014 J. Leclerc)."	250000			0		S13	0		
7	0	0	104955	106301	ndc	ndau1241	-20.1239	33.1739	331.739	Ndau	30270	Narrow Bantu	"500,000 in Mozambique (2014 J. Leclerc). Total users in all countries: 1,300,000."	500000			0		S15	0		
5	0	0	104955	106302	kck	kala1384	-21.2887	27401	27401	Kalanga	30279	Narrow Bantu	"700,000 in Zimbabwe (Chebanne and Nthapelelang 2000). Total users in all countries: 850,000."	700000			0	S16_Kalanga	S16	1		
0	0	0	104955	106302	nmq	namb1291	-19.0899	26.0394	260.394	Nambya	30269	Narrow Bantu	"90,000 in Zimbabwe (Chebanne and Nthapelelang 2000). Total users in all countries: 105,000."	90000			0		S16	0		
7	0	0	104955	106304	ven	vend1245	-22188	29.9523	299.523	Venda	30331	Narrow Bantu	"1,210,000 in South Africa (2013 UNSD), increasing. L2 users: 1,700,000 in South Africa (Webb 2002). Total users in all countries: 2,994,000 (as L1: 1,294,000; as L2: 1,700,000)."	1294000	1700000		1	S21_Venda	S20 (S21)	1		
14	0	0	104955	106704	tsn	tswa1253	-24368	24.7587	247.587	Tswana	30181	Narrow Bantu	"1,250,000 in Botswana (2003 UNSD). L2 users: 150,000 in Botswana. Total users in all countries: 13,201,780 (as L1: 5,351,780; as L2: 7,850,000)."	5351780	7850000		1	S31_Tswana	S31	1		
11	0	0	104955	106704	xkv	kgal1244	-25.9208	22.7202	227.202	Kgalagadi	30220	Narrow Bantu	"40,000 (2004 R. Cook)."	40000			0	S311_Shekgalagari	S311	1		
14	0	0	104955	106808	nso	pedi1238	-24.7993	29.4718	294.718	Pedi (Northern Sotho)	30204	Narrow Bantu	"4,620,000 in South Africa (2013 UNSD), increasing. L2 users: 9,100,000 in South Africa (Webb 2002). Total users in all countries: 13,731,000 (as L1: 4,631,000; as L2: 9,100,000)."	4631000	9100000		0		S32 S301 - S304	0		
0	0	0	104955	106769	brl	birw1238	-22.17	28.33	28.33	Birwa	30201	Narrow Bantu	"15,000 in Botswana (2004 R. Cook)."	15000			0		S32 S301 - S304	0		
0	0	0	104955	106808	two	tswa1237	-23.4055	27.4201	274.201	Tswapong	30196	Narrow Bantu	"5,380 (2003 UNSD)."	5380			0		S32 S301 - S304	0		
2	0	0	104955	106770	sot	sout2807	-30.4445	27.8951	278.951	Southern Sotho	30198	Narrow Bantu	"1,770,000 in Lesotho (Johnstone and Mandryk 2001). Total users in all countries: 13,534,000 (as L1: 5,634,000; as L2: 7,900,000)."	5634000	7900000		0		S33	0		
0	0	0	104955	107688	nbl	sout2808	-25.6272	29048	29048	South Ndebele	30203	Narrow Bantu	"1,090,000 (2011 census). L2 users: 1,400,000 (Webb 2002)."	1090000	1400000		0		S407	0		
13	0	0	104955	107692	xho	xhos1239	-31.0389	28.0769	280.769	Xhosa	30166	Narrow Bantu	"8,150,000 in South Africa (2013 UNSD). L2 users: 11,000,000 in South Africa (Webb 2002). Total users in all countries: 19,177,300 (as L1: 8,177,300; as L2: 11,000,000)."	8177300	11000000		0	S41_Xhosa	S41	1		
3	0	0	104955	107692	zul	zulu1248	-25.3305	31.3512	313.512	Zulu	30162	Narrow Bantu	"11,600,000 in South Africa (2013 UNSD), increasing. L2 users: 15,700,000 in South Africa (Webb 2002). Total users in all countries: 27,669,100 (as L1: 11,969,100; as L2: 15,700,000)."	11969100	15700000		0	S42_Zulu	S42	1		
3	0	0	104955	30156	ssw	swat1243	-26	31.5	31.5	Swati	30158	Narrow Bantu	"980,000 in Swaziland (2010 J. Leclerc). Total users in all countries: 4,724,200 (as L1: 2,324,200; as L2: 2,400,000)."	2324200	2400000		0		S43	0		
0	0	0	104955	30156	nde	nort2795	-20.2513	27.4096	274.096	North Ndebele	30157	Narrow Bantu	"1,550,000 in Zimbabwe (Johnstone and Mandryk 2001). Total users in all countries: 1,563,970."	1550000			0	S44_Ndebele	S44	1		
5	0	0	104955	30244	tsc	tswa1255	-22.9891	32.4287	324.287	Tswa	30262	Narrow Bantu	"695,000 in Mozambique (2014 J. Leclerc). Total users in all countries: 715,000."	695000			0	S51_Tshwa	S51 S511	1		
12	0	0	104955	30244	tso	tson1249	-23.5754	31.8105	318.105	Tsonga	30249	Narrow Bantu	"2,280,000 in South Africa (2013 UNSD), increasing. L2 users: 3,400,000 in South Africa (Webb 2002). Total users in all countries: 8,479,000 (as L1: 5,079,000; as L2: 3,400,000)."	5079000	3400000		0	S53_Tsonga	S53 (S52)	1		
3	0	0	104955	30244	rng	rong1268	-26.7329	32.6167	326.167	Ronga	30245	Narrow Bantu	"423,000 in Mozambique (2014 J. Leclerc). Total users in all countries: 424,000."	423000			0		S54	0		
6	0	0	104955	30232	cce	chop1243	-24.8327	34.1097	341.097	Chopi	30237	Narrow Bantu	"760,000 (2014 J. Leclerc)."	760000			0		S61 S611	0		
3	0	0	104955	30232	toh	gito1238	-23.7964	35.1577	351.577	Gitonga	30233	Narrow Bantu	"224,000 (2014 J. Leclerc)."	224000			0		S62	0		
